,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr
La1.87Sr0.125Cu1.07O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba0.6K0.4Bi0.99Pr0.01O3,,,,,,,,3.0,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,
Ca0.1Ba1.65La1.25Cu3O7.02,,,,,,,,7.02,,,,,,,,,,,,0.1,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.81Sr0.19Cu0.94Ni0.06O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,0.06,0.94,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.87Sr0.13Cu0.995Zn0.005O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.995,0.005,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr2Cu1C0.91B0.09O5,,,,,0.09,0.91,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca0.79La0.21Fe1As2,,,,,,,,,,,,,,,,,,,,0.79,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.834Sr0.166Cu0.99Zn0.01O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.99,0.01,,,,,,,,0.166,,,,,,,,,,,,,,,,,,,1.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sm1Ba1.8Pr0.2Cu3O7.04,,,,,,,,7.04,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,0.2,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca10Pt4.054Fe9.7As18,,,,,,,,,,,,,,,,,,,,10.0,,,,,,9.7,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.054,,,,,,,,,,,,,,,,,,,,,,,,,
Nd1.45Ba1.55Cu3O7.08,,,,,,,,7.08,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.83Sr0.17Cu0.94Fe0.06O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,0.06,,,0.94,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.81Sr0.19Cu0.99Ru0.01O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,0.19,,,,,,0.01,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi1.95Sr1.65La0.4Cu1O6.343,,,,,,,,6.343,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,
La1.885Sr0.115Cu0.965Li0.035O4,,,0.035,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.965,,,,,,,,,0.115,,,,,,,,,,,,,,,,,,,1.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.8Nd0.2Cu1O4.059,,,,,,,,4.059,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd0.95Pr0.05Ba2Cu3O6.65,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.05,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba0.5K0.5Fe1.9Ni0.1As2,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.9,,0.1,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.75Sr0.25Cu1H0.1O4,0.1,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca4Al2Fe2As2O5.65,,,,,,,,5.65,,,,,2.0,,,,,,,4.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sm1Fe1As1F0.14O0.86,,,,,,,,0.86,0.14,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.5Ba1Sr0.5Cu3O6.955,,,,,,,,6.955,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca8.77Pr1.23Pt3Fe10As18,,,,,,,,,,,,,,,,,,,,8.77,,,,,,10.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
La1.83Ba0.17Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1Fe1P0.6As0.6F0.1O0.9,,,,,,,,0.9,0.1,,,,,,0.6,,,,,,,,,,,1.0,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.836Sr0.164Cu0.99Ga0.01O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.99,,0.01,,,,,,,0.164,,,,,,,,,,,,,,,,,,,1.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y0.65Ca0.35Sr2Cu2Ga1O6.99,,,,,,,,6.99,,,,,,,,,,,,0.35,,,,,,,,,2.0,,1.0,,,,,,,2.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1Fe1As0.6P0.4F0.1O0.9,,,,,,,,0.9,0.1,,,,,,0.4,,,,,,,,,,,1.0,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.785Nd0.1Sr0.115Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.115,,,,,,,,,,,,,,,,,,,1.785,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.85Sr0.06Ca0.05Ba0.04Cu1O4,,,,,,,,4.0,,,,,,,,,,,,0.05,,,,,,,,,1.0,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,0.04,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.888Sr0.112Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.112,,,,,,,,,,,,,,,,,,,1.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.8Sr0.2Cu0.9928Zn0.0072O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.9928,0.0072,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1Sr2Nb0.9Cu2.1O7.9,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,2.0,1.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1Sr2Cu2.7Co0.3O6.7,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,0.3,,2.7,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y0.65Ca0.35Sr2Cu2Ga1O7,,,,,,,,7.0,,,,,,,,,,,,0.35,,,,,,,,,2.0,,1.0,,,,,,,2.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd2Cu1F0.24O3.76,,,,,,,,3.76,0.24,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pr0.88La1Ce0.12Cu1O3.908,,,,,,,,3.908,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.12,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tl1Sr1.2La0.8Cu1O5,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Bi1.95Sr1.85La0.2Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,
Sr1Fe2As1.2P0.8,,,,,,,,,,,,,,,0.8,,,,,,,,,,,2.0,,,,,,,1.2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.2Ba1.8Cu3O7.3,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.2Ba1.8Cu3O7.2,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Sr2Dy1.64Ce0.36Cu2O10.26,,,,,,,,10.26,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,1.64,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Bi2Sr2Eu1.64Ce0.36Cu2O10.26,,,,,,,,10.26,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.36,,,,,1.64,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
K1Rb2C60,,,,,,60.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi1.6Sr0.4Yb0.75Ca0.25Cu3O6.072,,,,,,,,6.072,,,,,,,,,,,,0.25,,,,,,,,,3.0,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
La0.55Ca0.15Pr0.3Ba1.5Sr0.5Cu3O6.851,,,,,,,,6.851,,,,,,,,,,,,0.15,,,,,,,,,3.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,0.55,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1Fe1.7Ir0.3As2,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Fe2As2Sr4V2O6,,,,,,,,6.0,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.95Pr0.85Sr0.2Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,0.95,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.2Ba1.5Ca0.3Cu3O6.72,,,,,,,,6.72,,,,,,,,,,,,0.3,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca4Al2Fe2As2O5.785,,,,,,,,5.785,,,,,2.0,,,,,,,4.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.775Nd0.1Sr0.125Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,1.775,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr0.6La0.4Fe1As1F1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,0.6,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y0.5Pr0.5Ba2Cu3O6.68,,,,,,,,6.68,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,2.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.85Sr0.15Cu0.992Al0.008O4,,,,,,,,4.0,,,,,0.008,,,,,,,,,,,,,,,,0.992,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd1Fe0.98Mn0.02As1F0.11O0.89,,,,,,,,0.89,0.11,,,,,,,,,,,,,,,,0.02,0.98,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg0.79Al0.21B2,,,,,2.0,,,,,,,0.79,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.65Nd0.2Ca0.122Ba0.028Cu1O4,,,,,,,,4.0,,,,,,,,,,,,0.122,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,1.65,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.65Nd0.2Ca0.122Ba0.028Cu1O3.99,,,,,,,,3.99,,,,,,,,,,,,0.122,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,1.65,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tl0.4K0.3Fe1.7Se2,,,,,,,,,,,,,,,,,,,0.3,,,,,,,1.7,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,
La1.89Ce0.11Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0.19La1.8Sr0.2Cu0.995Fe0.005O4,0.19,,,,,,,4.0,,,,,,,,,,,,,,,,,,0.005,,,0.995,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.85Sr0.15Cu0.95Li0.05O4,,,0.05,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg1B1.5C0.5,,,,,1.5,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba0.665K0.335Bi1O2.985,,,,,,,,2.985,,,,,,,,,,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Ba0.575K0.425Bi1O3,,,,,,,,3.0,,,,,,,,,,,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Sr1Fe2As1.22P0.78,,,,,,,,,,,,,,,0.78,,,,,,,,,,,2.0,,,,,,,1.22,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1Fe1.8Ir0.2As2,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
La1Fe0.98Ru0.02As1F0.11O0.89,,,,,,,,0.89,0.11,,,,,,,,,,,,,,,,,0.98,,,,,,,1.0,,,,,,,,,,,0.02,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y0.7Pr0.3Ba2Cu3O6.85,,,,,,,,6.85,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,2.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.45Ca0.15Nd0.4Cu1O4,,,,,,,,4.0,,,,,,,,,,,,0.15,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1Fe0.985Ru0.015As1F0.11O0.89,,,,,,,,0.89,0.11,,,,,,,,,,,,,,,,,0.985,,,,,,,1.0,,,,,,,,,,,0.015,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.805Nd0.08Sr0.115Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.115,,,,,,,,,,,,,,,,,,,1.805,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu0.5Pr0.5Ba2Cu4O8,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1Fe1As1H0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba0.6K0.4Bi1O2.926,,,,,,,,2.926,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Eu0.64K0.36Fe2As2,,,,,,,,,,,,,,,,,,,0.36,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ce1Fe1As1F0.08O0.92,,,,,,,,0.92,0.08,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Sr1.6La0.4Cu1O6.307,,,,,,,,6.307,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
La1.85Sr0.15Cu0.985Ni0.015O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,0.015,0.985,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y0.69Ca0.31Ba2Cu3O6,,,,,,,,6.0,,,,,,,,,,,,0.31,,,,,,,,,3.0,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1Fe1As1O0.89,,,,,,,,0.89,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1Ba2Cu2.8Fe0.2O6.76,,,,,,,,6.76,,,,,,,,,,,,,,,,,,0.2,,,2.8,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y0.6Pr0.4Ba2Cu3O6.85,,,,,,,,6.85,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,2.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.24,,,,,,,,5.24,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Dy0.5Pr0.5Ba2Cu3O6.9,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd1.4Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.76Sr0.2Ho0.04Cu1O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca9La1Pt3Fe10As18,,,,,,,,,,,,,,,,,,,,9.0,,,,,,10.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
La1.85Sr0.15Cu0.986Ni0.014O4,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,0.014,0.986,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba0.65K0.35Bi1O2.984,,,,,,,,2.984,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
La0.77Y0.23Fe0.995Mn0.005As1F0.11O0.89,,,,,,,,0.89,0.11,,,,,,,,,,,,,,,,0.005,0.995,,,,,,,1.0,,,,,,0.23,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.55Ca0.15Nd0.3Cu1O4,,,,,,,,4.0,,,,,,,,,,,,0.15,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fe2As2Sr4Mg0.4Ti1.6O6,,,,,,,,6.0,,,,0.4,,,,,,,,,,1.6,,,,2.0,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K3N1H3C60,3.0,,,,,60.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La1.929Na0.071Cu1O4,,,,,,,,4.0,,,0.071,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
